,Name,Prices,Page,Format,Language,Pub Date,Publisher,Author,Dimensions,Categories
2049,Rosewater,25.99,320,Hardcover,English,"April 25, 2023",Get Lifted Books,LIV Little,5.5 X 8.7 X 1.3 inches | 1.0 pounds,Literary   Romance - Contemporary   Women   LGBT - Lesbian   African American - Women   
2050,The Decagon House Murders,13.90,288,Paperback,English,"May 25, 2021",Pushkin Vertigo,Yukito Ayatsuji,5.0 X 7.7 X 0.8 inches | 0.6 pounds,Mystery & Detective - Amateur Sleuth   Thrillers - Suspense   Thrillers - Psychological   Mystery & Detective - International Crime & Mystery   
2051,A Woman Is No Man: A Read with Jenna Pick,16.73,352,Paperback,English,"February 04, 2020",Harper Perennial,Etaf Rum,5.2 X 7.9 X 1.1 inches | 0.65 pounds,Cultural Heritage   Women   Family Life - General   
2052,Hanging Out: The Radical Power of Killing Time,26.03,256,Hardcover,English,"January 24, 2023",Melville House Publishing,Sheila Liming,5.5 X 8.4 X 1.0 inches | 0.8 pounds,Civics & Citizenship   Popular Culture   Sociology - Social Theory   
2053,Red Paint: The Ancestral Autobiography of a Coast Salish Punk,15.76,240,Paperback,English,"March 07, 2023",Counterpoint LLC,Sasha Lapointe,4.96 X 7.87 X 0.79 inches | 0.45 pounds,"Personal Memoirs   Cultural, Ethnic & Regional - Native American & Aboriginal   Indigenous Studies   "
2054,"Four Hundred Souls: A Community History of African America, 1619-2019",29.76,528,Hardcover,English,"February 02, 2021",One World,Ibram X. Kendi,6.1 X 9.2 X 1.8 inches | 1.8 pounds,"Cultural, Ethnic & Regional - African American & Black   African American   Black Studies (Global)   "
2055,"Moon Witch, Spider King",16.74,672,Paperback,English,"February 14, 2023",Riverhead Books,Marlon James,6.0 X 9.0 X 1.6 inches | 1.36 pounds,Fantasy - Historical   African American - Historical   
2056,Eve's Hollywood,17.62,352,Paperback,English,"October 06, 2015",New York Review of Books,Eve Babitz,5.0 X 8.0 X 0.8 inches | 0.8 pounds,Biographical   Humorous - General   Women   
2057,"The Story of a New Name: Neapolitan Novels, Book Two",16.74,471,Paperback,English,"September 03, 2013",Europa Editions,Elena Ferrante,5.2 X 1.5 X 8.2 inches | 1.15 pounds,Literary   Coming of Age   
2058,Hogfather,9.29,416,Mass Market Paperbound,English,"January 28, 2014",Harper,Terry Pratchett,4.0 X 7.3 X 1.1 inches | 0.5 pounds,"European - English, Irish, Scottish, Welsh   Theater - Playwriting   Fantasy - Humorous   Fantasy - Action & Adventure   Holidays   "
2059,We Are Owed.,18.60,100,Paperback,English,"July 29, 2021",Grieveland,Ariana Brown,6.0 X 9.0 X 0.21 inches | 0.32 pounds,Latin America - Mexico   American - General   
2060,Strong Towns: A Bottom-Up Revolution to Rebuild American Prosperity,23.25,256,Hardcover,English,"October 01, 2019",Wiley,Charles L. Marohn,6.2 X 9.2 X 1.0 inches | 0.95 pounds,Urban & Regional   Development - Economic Development   
2061,Belly of the Beast: The Politics of Anti-Fatness as Anti-Blackness,13.90,144,Paperback,English,"August 10, 2021",North Atlantic Books,Da'shaun L. Harrison,5.43 X 8.43 X 0.39 inches | 0.45 pounds,Civil Rights   Ethnic Studies - African American Studies   Discrimination & Race Relations   
2062,Sitting Pretty: The View from My Ordinary Resilient Disabled Body,15.80,256,Paperback,English,"July 06, 2021",HarperOne,Rebekah Taussig,5.2 X 7.9 X 0.7 inches | 0.44 pounds,Social Activists   People with Disabilities   People with Disabilities   Personal Memoirs   Essays   
2063,Brother & Sister Enter the Forest,25.11,288,Hardcover,English,"March 14, 2023",Catapult,Richard Mirabella,6.06 X 9.06 X 0.94 inches | 0.9 pounds,LGBT - Gay   Coming of Age   Family Life - Siblings   
2064,Area X: The Southern Reach Trilogy: Annihilation; Authority; Acceptance,33.48,608,Hardcover,English,"November 18, 2014",Fsg Originals,Jeff VanderMeer,6.3 X 2.0 X 8.3 inches | 1.75 pounds,Literary   Fantasy - General   Science Fiction - General   
2065,"The World Central Kitchen Cookbook: Feeding Humanity, Feeding Hope",32.55,304,Hardcover,English,"September 12, 2023",Clarkson Potter Publishers,José Andrés,0.0 X 0.0 X 0.0 inches | 1.25 pounds,Regional & Ethnic - General   Philanthropy & Charity   Disasters & Disaster Relief   
2066,"To Fall in Love, Drink This: A Wine Writer's Memoir",15.81,272,Paperback,English,"August 09, 2022",Scribner Book Company,Alice Feiring,5.61 X 8.29 X 0.79 inches | 0.57 pounds,Personal Memoirs   Culinary   Beverages - Alcoholic - Wine   
2067,Lonely Planet Costa Rica 14,23.24,544,Paperback,English,"February 15, 2022",Lonely Planet,Brian Kluepfel,5.0 X 7.7 X 1.0 inches | 0.95 pounds,Central America   Special Interest - Ecotourism   
2068,Crazy Brave,14.83,176,Paperback,English,"July 29, 2013",W. W. Norton & Company,Joy Harjo,5.5 X 8.1 X 0.6 inches | 0.36 pounds,"Cultural, Ethnic & Regional - Native American & Aboriginal   Literary Figures   Personal Memoirs   "
2069,The Making of Asian America: A History,20.46,560,Paperback,English,"August 16, 2016",Simon & Schuster,Erika Lee,6.0 X 8.9 X 1.3 inches | 1.16 pounds,United States - General   Ethnic Studies - Asian American Studies   Social History   Anthropology - General   
2070,When the Tiger Came Down the Mountain,14.87,128,Paperback,English,"December 08, 2020",Tordotcom,Nghi Vo,4.9 X 7.8 X 0.5 inches | 0.25 pounds,Fantasy - Epic   LGBT - Lesbian   
2071,The Beauty in Breaking: A Memoir,15.81,304,Paperback,English,"June 29, 2021",Riverhead Books,Michele Harper,5.2 X 8.0 X 0.8 inches | 0.5 pounds,Personal Memoirs   Emergency Medicine   Inspiration & Personal Growth   
2072,The Power Code: More Joy. Less Ego. Maximum Impact for Women (and Everyone).,29.76,320,Hardcover,English,"June 13, 2023",Harper Business,Katty Kay,6.38 X 9.26 X 1.01 inches | 0.94 pounds,Management - General   Leadership   Women in Business   General   
2073,The West: A New History in Fourteen Lives,29.76,448,Hardcover,English,"May 23, 2023",Dutton,Naoíse Mac Sweeney,6.4 X 8.9 X 1.5 inches | 1.4 pounds,Historical   World - General   Civilization   
2074,Chingona: Owning Your Inner Badass for Healing and Justice,21.38,208,Hardcover,English,"November 01, 2022",Broadleaf Books,Alma Zaragoza-Petty,5.9 X 8.72 X 0.88 inches | 0.94 pounds,"Personal Memoirs   Christian Living - Personal Growth   Personal Growth - General   United States - General   Cultural, Ethnic & Regional - Hispanic & Latino   Motivational & Inspirational   Spiritual   "
2075,The Ballad of Black Tom,13.01,160,Paperback,English,"February 16, 2016",Tordotcom,Victor Lavalle,4.9 X 7.9 X 0.6 inches | 0.35 pounds,Fantasy - Dark Fantasy   Horror - General   
2076,"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative",14.83,304,Paperback,English,"February 20, 2018",W. W. Norton & Company,Florence Williams,5.4 X 8.1 X 0.8 inches | 0.5 pounds,Essays   General   Life Sciences - Human Anatomy & Physiology   Life Sciences - Neuroscience   Self-Management - Stress Management   
2077,The Prophets,16.74,416,Paperback,English,"February 08, 2022",G.P. Putnam's Sons,Robert Jones Jr,5.4 X 8.1 X 0.9 inches | 0.65 pounds,Literary   Historical - General   African American - General   
2078,In the Shelter: Finding a Home in the World,18.59,262,Paperback,English,"March 23, 2021",Broadleaf Books,Pádraig Ó. Tuama,4.9 X 6.9 X 1.0 inches | 0.66 pounds,LGBT   Celtic Spirituality   Spirituality   
2079,Racial Innocence: Unmasking Latino Anti-Black Bias and the Struggle for Equality,23.20,216,Hardcover,English,"August 23, 2022",Beacon Press,Tanya Katerí Hernández,5.73 X 8.57 X 0.83 inches | 0.91 pounds,Civil Rights   Ethnic Studies - Hispanic American Studies   Anthropology - Cultural & Social   
2080,A Life on Our Planet: My Witness Statement and a Vision for the Future,16.73,272,Paperback,English,"September 27, 2022",Grand Central Publishing,David Attenborough,5.56 X 8.24 X 0.81 inches | 0.6 pounds,Environmental Conservation & Protection - General   Global Warming & Climate Change   Natural History   Animals - Wildlife   
2081,Stamped from the Beginning: The Definitive History of Racist Ideas in America (Revised),21.38,736,Paperback,English,"June 20, 2023",Bold Type Books,Ibram X. Kendi,6.0 X 9.1 X 2.0 inches | 1.65 pounds,Historical   African American   Discrimination & Race Relations   Anthropology - Cultural & Social   
2082,"Black Joy: Stories of Resistance, Resilience, and Restoration",16.73,288,Paperback,English,"November 22, 2022",Gallery Books,Lewis-Giggetts,5.5 X 8.3 X 0.9 inches | 0.62 pounds,"Cultural, Ethnic & Regional - African American & Black   Essays   Race & Ethnic Relations   "
2083,Regeneration: Ending the Climate Crisis in One Generation,23.25,256,Paperback,English,"September 21, 2021",Penguin Books,Paul Hawken,8.6 X 10.79 X 0.89 inches | 2.04 pounds,Environmental Economics   Public Policy - Environmental Policy   Global Warming & Climate Change   Environmental Science (see also Chemistry - Environmental)   
2084,Silver in the Wood,11.15,112,Paperback,English,"June 18, 2019",Tordotcom,Emily Tesh,4.9 X 7.8 X 0.4 inches | 0.25 pounds,Fantasy - Gaslamp   Fantasy - Romantic   LGBT - Gay   
2085,The Chosen and the Beautiful,16.73,288,Paperback,English,"March 29, 2022",Tordotcom,Nghi Vo,5.3 X 8.2 X 0.9 inches | 0.5 pounds,Fantasy - Historical   Literary   Asian American   
2086,"Hope in the Dark: Untold Histories, Wild Possibilities (Updated)",14.87,184,Paperback,English,"March 15, 2016",Haymarket Books,Rebecca Solnit,5.3 X 7.4 X 0.7 inches | 0.45 pounds,Political Ideologies - Radicalism   General   History & Theory - General   Social Classes & Economic Disparity   Political Freedom   Feminism & Feminist Theory   
2087,The Immortal King Rao,25.99,384,Hardcover,English,"May 03, 2022",W. W. Norton & Company,Vauhini Vara,6.1 X 9.1 X 1.3 inches | 1.37 pounds,Literary   Satire   Dystopian   
2088,"For the Culture: The Power Behind What We Buy, What We Do, and Who We Want to Be",26.97,304,Hardcover,English,"May 02, 2023",PublicAffairs,Marcus Collins,6.1 X 9.3 X 1.3 inches | 1.1 pounds,Decision Making & Problem Solving   Marketing - General   Social Psychology   
2089,The Yellow Wallpaper,12.06,22,Hardcover,English,"January 01, 1892",12th Media Services,Charlotte Perkins Gilman,5.98 X 9.02 X 0.25 inches | 0.46 pounds,Classics   Short Stories (single author)   Psychological   Women   General   Psychopathology - Depression   Abuse   Literary   Horror - General   Occult & Supernatural   Biographical   
2090,Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,20.41,464,Paperback,English,"March 17, 2020",Yale University Press,James C. Scott,5.0 X 7.7 X 1.3 inches | 0.8 pounds,History & Theory - General   Public Policy - General   World - General   Sociology - General   
2091,Ship of Magic,9.29,832,Mass Market Paperbound,English,"February 02, 1999",Spectra Books,Robin Hobb,4.24 X 6.88 X 1.43 inches | 0.86 pounds,Fantasy - Epic   
2092,Reaper Man,9.29,352,Mass Market Paperbound,English,"July 30, 2013",Harper,Terry Pratchett,4.2 X 7.6 X 0.9 inches | 0.45 pounds,Fantasy - Humorous   Science Fiction - General   
2093,A Ghost in the Throat,15.76,224,Paperback,English,"June 01, 2021",Biblioasis,Doireann Ní Ghríofa,5.0 X 7.7 X 1.0 inches | 0.75 pounds,Personal Memoirs   Women   Essays   
2094,My Trade Is Mystery: Seven Meditations from a Life in Writing,18.60,112,Hardcover,English,"November 01, 2022",Yale University Press,Carl Phillips,5.79 X 8.14 X 0.58 inches | 0.58 pounds,Literary Figures   Personal Memoirs   Writing - Authorship   Books & Reading   Poetry   Essays   
2095,Prodigal Summer,16.74,464,Paperback,English,"October 16, 2001",Harper Perennial,Barbara Kingsolver,5.3 X 7.8 X 1.2 inches | 0.75 pounds,Literary   Political   Small Town & Rural   
2096,Restoring the Kinship Worldview: Indigenous Voices Introduce 28 Precepts for Rebalancing Life on Planet Earth,20.41,336,Paperback,English,"April 12, 2022",North Atlantic Books,Wahinkpe Topa (Four Arrows),6.0 X 8.5 X 0.9 inches | 1.1 pounds,Native American   Motivational & Inspirational   Ethnic Studies - Native American Studies   
2097,"Our Kindred Home: Herbal Recipes, Plant Wisdom, and Seasonal Rituals for Rekindling Connection with the Earth",23.25,320,Hardcover,English,"March 14, 2023",Rodale Books,Alyson Morgan,6.06 X 8.03 X 1.26 inches | 1.65 pounds,Seasonal   Herbal Medications   Sustainable Living   
2098,This Is How They Tell Me the World Ends: The Cyberweapons Arms Race,27.90,528,Hardcover,English,"February 09, 2021",Bloomsbury Publishing,Nicole Perlroth,6.5 X 9.4 X 2.0 inches | 2.0 pounds,Security - Viruses & Malware   Security (National & International)   Intelligence & Espionage   International Relations - Arms Control   Cybercrime   Military - Strategy   
2099,How We Fight for Our Lives: A Memoir,16.73,224,Paperback,English,"July 07, 2020",Simon & Schuster,Saeed Jones,5.2 X 7.9 X 0.5 inches | 0.38 pounds,"Cultural, Ethnic & Regional - African American & Black   Personal Memoirs   LGBT   "
2100,The Black Jacobins: Toussaint l'Ouverture and the San Domingo Revolution,17.67,448,Paperback,English,"October 23, 1989",Vintage,C L R James,5.14 X 8.02 X 0.76 inches | 0.7 pounds,Caribbean & West Indies - General   
2101,American Exception: Empire and the Deep State,27.89,384,Hardcover,English,"June 21, 2022",Skyhorse Publishing,Aaron Good,6.06 X 9.06 X 1.18 inches | 1.3 pounds,Political Ideologies - Nationalism & Patriotism   Globalization   Imperialism   American Government - General   Corruption & Misconduct   United States - General   Public Policy - Social Policy   Social Classes & Economic Disparity   Political Ideologies - Democracy   International Relations - General   
2102,The Nursery,24.18,208,Hardcover,English,"March 21, 2023",Pantheon Books,Szilvia Molnar,5.82 X 8.51 X 0.9 inches | 0.79 pounds,Literary   Women   Family Life - Marriage & Divorce   
2103,"Animal, Vegetable, Miracle - Tenth Anniversary Edition: A Year of Food Life",15.80,432,Paperback,English,"May 02, 2017",Harper Perennial,Lily Hopp Kingsolver,5.3 X 7.9 X 1.0 inches | 1.0 pounds,Personal Memoirs   Organic   Agriculture & Food   General   Environmental Conservation & Protection - General   
2104,The Mythmakers,26.04,368,Hardcover,English,"June 13, 2023",S&s/ Marysue Rucci Books,Keziah Weir,5.8 X 8.5 X 1.3 inches | 0.95 pounds,Literary   Psychological   Women   
2105,The Signature of All Things,16.74,528,Paperback,English,"June 24, 2014",Riverhead Books,Elizabeth Gilbert,5.6 X 8.4 X 1.1 inches | 1.05 pounds,Sagas   Historical - General   Literary   Family Life - General   
2106,The Red Deal: Indigenous Action to Save Our Earth,13.95,144,Paperback,English,"April 20, 2021",Common Notions,The Red Nation,5.0 X 7.0 X 0.6 inches | 0.35 pounds,"Public Policy - Environmental Policy   Ethnic Studies - Native American Studies   Indigenous Studies   Environmental Conservation & Protection - General   Political Ideologies - Communism, Post-Communism & Socialism   Colonialism & Post-Colonialism   Environmental Science (see also Chemistry - Environmental)   "
2107,The Art of Colour: The History of Art in 39 Pigments,35.34,256,Hardcover,English,"May 16, 2023",Yale University Press,Kelly Grovier,7.11 X 9.97 X 1.06 inches | 1.92 pounds,Color Theory   History - General   World - General   
2108,"Let the Record Show: A Political History of ACT Up New York, 1987-1993",20.46,752,Paperback,English,"May 17, 2022",Picador USA,Sarah Schulman,5.2 X 8.1 X 1.4 inches | 1.22 pounds,Social Activists   Disease & Health Issues   LGBT Studies - General   Political Process - Political Advocacy   LGBTQ+   Activism & Social Justice   
2109,They Were Her Property: White Women as Slave Owners in the American South,16.74,320,Paperback,English,"January 07, 2020",Yale University Press,Stephanie E. Jones-Rogers,6.1 X 9.1 X 0.9 inches | 0.9 pounds,"United States - State & Local - South (AL,AR,FL,GA,KY,LA,MS,NC,SC,TN,VA,WV)   Women   Slavery   "
2110,"Index, A History of the: A Bookish Adventure from Medieval Manuscripts to the Digital Age",27.90,352,Hardcover,English,"February 15, 2022",W. W. Norton & Company,Dennis Duncan,6.33 X 9.33 X 1.16 inches | 1.31 pounds,World - General   Social History   Books & Reading   Europe - General   United States - General   Readers   
2111,The Amazing Adventures of Kavalier & Clay,17.67,704,Paperback,English,"June 12, 2012",Random House Trade,Michael Chabon,5.5 X 8.2 X 1.6 inches | 1.25 pounds,Historical - General   Action & Adventure   Humorous - General   
2112,Before the Streetlights Come on: Black America's Urgent Call for Climate Solutions,23.24,198,Hardcover,English,"April 18, 2023",Broadleaf Books,Heather McTeer Toney,5.9 X 8.1 X 1.5 inches | 0.95 pounds,Global Warming & Climate Change   Ethnic Studies - African American Studies   Activism & Social Justice   Environmental Science (see also Chemistry - Environmental)   
2113,Winter's Orbit,17.66,432,Paperback,English,"December 28, 2021",Tor Books,Everina Maxwell,5.4 X 8.2 X 1.3 inches | 0.82 pounds,Science Fiction - Action & Adventure   Science Fiction - Space Opera   
2114,How We Get Free: Black Feminism and the Combahee River Collective,15.76,200,Paperback,English,"December 05, 2017",Haymarket Books,Keeanga-Yamahtta Taylor,5.3 X 7.5 X 0.8 inches | 0.5 pounds,African American   Women   Feminism & Feminist Theory   United States - 20th Century   Political Ideologies - Radicalism   Women's Studies   
2115,Why Women Have Better Sex Under Socialism: And Other Arguments for Economic Independence,16.73,256,Paperback,English,"March 03, 2020",Bold Type Books,Kristen R. Ghodsee,4.9 X 7.4 X 0.8 inches | 0.5 pounds,"Political Ideologies - Communism, Post-Communism & Socialism   Essays   Women's Studies   "
2116,The Sparrow,16.74,528,Paperback,English,"September 08, 1997",Ballantine Books,Mary Doria Russell,5.62 X 8.24 X 0.98 inches | 0.92 pounds,Science Fiction - Action & Adventure   Romance - Fantasy   Sagas   Historical - General   Literary   Media Tie-In - General   Christian - General   
2117,Three Muses,17.62,256,Paperback,English,"September 20, 2022",Regal House Publishing,Martha Anne Toll,5.59 X 8.5 X 0.63 inches | 0.78 pounds,Historical - World War II   Jewish   
2118,Lavinia,18.59,288,Paperback,English,"April 10, 2009",Harper Perennial,Ursula K. Le Guin,5.2 X 7.9 X 0.8 inches | 0.6 pounds,Classics   Historical - Ancient   Literary   Alternative History   
2119,Knife of Dreams: Book Eleven of 'The Wheel of Time',10.22,880,Mass Market Paperbound,English,"April 28, 2020",Tor Books,Robert Jordan,4.0 X 7.4 X 1.6 inches | 0.9 pounds,Fantasy - Epic   Fantasy - Action & Adventure   
2120,National Audubon Society Mushrooms of North America,37.15,720,Hardcover,English,"April 11, 2023",Knopf Publishing Group,National Audubon Society,7.1 X 9.4 X 1.4 inches | 3.2 pounds,Plants - Mushrooms   Personal & Practical Guides   Life Sciences - Biology   Life Sciences - Taxonomy   
2121,Ruffage: A Practical Guide to Vegetables,32.55,464,Hardcover,English,"April 23, 2019",Chronicle Books,Abra Berens,7.3 X 9.6 X 1.6 inches | 3.1 pounds,Regional & Ethnic - American - Middle Western States   Specific Ingredients - Vegetables   
2122,Reinventing Organizations: An Illustrated Invitation to Join the Conversation on Next-Stage Organizations,28.69,172,Paperback,English,"June 30, 2016",Nelson Parker,Frederic Laloux,7.9 X 9.9 X 0.6 inches | 1.06 pounds,Organizational Development   Workplace Culture   Management Science   Leadership   Management - General   
2123,Stars Collide,15.80,316,Paperback,English,"May 02, 2023",Montlake,Rachel Lacey,5.56 X 8.27 X 0.84 inches | 0.69 pounds,Romance - LGBT - Lesbian   Romance - LGBT - Bisexual   
2124,The Cancer Journals,13.02,96,Paperback,English,"October 13, 2020",Penguin Group,Audre Lorde,4.9 X 7.6 X 0.3 inches | 0.2 pounds,Diseases - Cancer   Personal Memoirs   Feminism & Feminist Theory   
2125,The Anarchy,20.46,576,Paperback,English,"January 11, 2022",Bloomsbury Publishing,William Dalrymple,5.8 X 9.1 X 1.8 inches | 1.55 pounds,Europe - Great Britain - Georgian Era (1714-1837)   Corporate & Business History - General   Asia - South - India   Economic History   Military - Wars & Conflicts (Other)   Modern - 18th Century   Colonialism & Post-Colonialism   
2126,An Unquiet Mind: A Memoir of Moods and Madness,16.74,240,Paperback,English,"January 14, 1997",Vintage,Kay Redfield Jamison,5.1 X 7.9 X 0.7 inches | 0.5 pounds,Mood Disorders - Depression   Medical (Incl. Patients)   Women   Personal Memoirs   Psychopathology - Bipolar Disorder   Mood Disorders - General   
2127,My Antonia: Introduction by Jane Smiley,9.30,304,Paperback,English,"March 06, 2018",Vintage,Willa Cather,5.1 X 7.9 X 0.5 inches | 0.48 pounds,Classics   Historical - General   Literary   
2128,The Last Samurai,18.55,576,Paperback,English,"May 31, 2016",New Directions Publishing Corporation,Helen DeWitt,5.1 X 1.3 X 8.0 inches | 1.1 pounds,Literary   
2129,A Sleight of Shadows,25.10,320,Hardcover,English,"April 25, 2023",Gallery / Saga Press,Kat Howard,5.87 X 8.64 X 1.13 inches | 0.89 pounds,Fantasy - Contemporary   Fantasy - Dark Fantasy   
2130,Adrift,15.80,352,Paperback,English,"May 09, 2023",Sourcebooks Landmark,Lisa Brideau,5.6 X 8.6 X 1.0 inches | 0.6 pounds,Literary   Thrillers - Psychological   Nature & the Environment   Disaster   
2131,Noor,25.11,224,Hardcover,English,"November 16, 2021",Daw Books,Nnedi Okorafor,5.76 X 8.54 X 0.91 inches | 0.76 pounds,Science Fiction - Genetic Engineering   Science Fiction - Cyberpunk   Science Fiction - Action & Adventure   
2132,Utopia for Realists: How We Can Build the Ideal World,16.73,336,Paperback,English,"March 27, 2018",Back Bay Books,Rutger Bregman,5.4 X 0.8 X 8.2 inches | 0.6 pounds,Utopias   History & Theory - General   
2133,After the Revolution,17.67,380,Paperback,English,"May 10, 2022",AK Press,Robert Evans,5.91 X 8.9 X 1.1 inches | 1.35 pounds,Science Fiction - Apocalyptic & Post-Apocalyptic   Science Fiction - Military   Dystopian   
2134,A Beautifully Foolish Endeavor,15.81,480,Paperback,English,"July 13, 2021",Dutton,Hank Green,5.4 X 8.2 X 1.1 inches | 0.8 pounds,Coming of Age   Fantasy - Contemporary   Science Fiction - Action & Adventure   
2135,Meet Me by the Fountain: An Inside History of the Mall,26.04,320,Hardcover,English,"June 14, 2022",Bloomsbury Publishing,Alexandra Lange,6.4 X 9.4 X 1.09 inches | 1.39 pounds,History - Contemporary (1945 -)   Economic History   Social History   
2136,"How to Kill a City: Gentrification, Inequality, and the Fight for the Neighborhood",16.73,288,Paperback,English,"September 04, 2018",Bold Type Books,Pe Moskowitz,5.4 X 8.1 X 1.0 inches | 0.55 pounds,Public Policy - City Planning & Urban Development   Sociology - Urban   Social Classes & Economic Disparity   
2137,Men We Reaped: A Memoir,15.81,272,Paperback,English,"September 16, 2014",Bloomsbury USA,Jesmyn Ward,5.4 X 8.2 X 0.8 inches | 0.65 pounds,"Literary Figures   Personal Memoirs   Discrimination & Race Relations   Cultural, Ethnic & Regional - African American & Black   "
2138,Kudos,15.81,240,Paperback,English,"April 02, 2019",Picador USA,Rachel Cusk,5.5 X 8.2 X 0.6 inches | 0.46 pounds,Literary   
2139,"Love Across Borders: Passports, Papers, and Romance in a Divided World",25.11,256,Hardcover,English,"June 06, 2023",Algonquin Books,Anna Lekas Miller,6.36 X 9.3 X 1.01 inches | 0.9 pounds,Social Activists   Love & Romance   Public Policy - Immigration   Civil Rights   
2140,How to Save the West: Ancient Wisdom for 5 Modern Crises,27.89,256,Hardcover,English,"February 14, 2023",Regnery Publishing,Spencer Klavan,6.1 X 9.2 X 1.1 inches | 0.95 pounds,"Political   Political Ideologies - Conservatism & Liberalism   Religion, Politics & State   Infectious Diseases   Health Policy   Ethics & Moral Philosophy   Mind & Body   Political Freedom   Anthropology - Cultural & Social   "
2141,Mr. President,16.74,320,Paperback,English,"July 12, 2022",Penguin Group,Miguel Ángel Asturias,5.0 X 7.7 X 0.6 inches | 0.4 pounds,Classics   
2142,Going Remote: A Teacher's Journey,17.62,160,Paperback,English,"May 16, 2023",Seven Stories Press,Adam Bessie,5.9 X 8.5 X 0.5 inches | 0.45 pounds,Medical (Incl. Patients)   Nonfiction - Biography & Memoir   Virtual & Hybrid   
2143,Uncommon Type: Some Stories,15.81,416,Paperback,English,"September 04, 2018",Vintage,Tom Hanks,5.1 X 7.9 X 0.9 inches | 0.88 pounds,Short Stories (single author)   Anthologies (multiple authors)   Literary   
2144,The City Authentic: How the Attention Economy Builds Urban America,26.95,224,Paperback,English,"April 25, 2023",University of California Press,David A. Banks,5.9 X 8.9 X 0.7 inches | 0.71 pounds,Public Policy - City Planning & Urban Development   Media Studies   Technology Studies   Sociology - Urban   
2145,The Bee Sting,27.90,656,Hardcover,English,"August 15, 2023","Farrar, Straus and Giroux",Paul Murray,6.0 X 9.0 X 1.0 inches | 1.0 pounds,Sagas   Literary   Family Life - Siblings   World Literature - Ireland - 21st Century   
2146,The Corrections,18.60,576,Paperback,English,"October 12, 2021",Picador USA,Jonathan Franzen,5.43 X 8.25 X 1.01 inches | 0.94 pounds,Literary   World Literature - American - 21st Century   
2147,Geography of Nowhere: The Rise and Declineof America's Man-Made Landscape,16.74,304,Paperback,English,"July 26, 1994",Free Press,James Howard Kunstler,5.5 X 8.39 X 0.81 inches | 0.62 pounds,General   General   Life Sciences - Ecology   Human Geography   
2148,Fried Green Tomatoes at the Whistle Stop Cafe,9.29,416,Mass Market Paperbound,English,"September 27, 2016",Ballantine Books,Fannie Flagg,4.1 X 7.4 X 1.0 inches | 0.48 pounds,Sagas   Literary   Psychological   Humorous - General   Women   
2149,"One Long Listening: A Memoir of Grief, Friendship, and Spiritual Care",16.69,304,Paperback,English,"April 11, 2023",North Atlantic Books,Chenxing Han,6.2 X 8.6 X 1.3 inches | 1.0 pounds,"Death, Grief, Bereavement   Buddhism - General (see also Philosophy - Buddhist)   Ethnic Studies - Asian American Studies   Cultural, Ethnic & Regional - Asian & Asian American   "
2150,"Women and Water: Stories of Adventure, Self-Discovery, and Connection in and on the Water",23.20,240,Hardcover,English,"March 21, 2023",Chronicle Books,Gale Straub,7.32 X 9.29 X 0.94 inches | 1.76 pounds,Special Interest - Adventure   Essays & Travelogues   Pictorials (see also Photography - Subjects & Themes - Regional)   Water Sports   
2151,"Unrestricted: How I Stepped Off the Tightrope, Learned to Say No, and Silenced Anorexia",16.69,274,Paperback,English,"March 07, 2023",Ranch Studios,Dawn Brockett,5.25 X 8.0 X 0.58 inches | 0.63 pounds,Women   Personal Memoirs   Psychopathology - Eating Disorders   
2152,"Happy Stories, Mostly",15.76,168,Paperback,English,"June 06, 2023",Feminist Press,Norman Erikson Pasaribu,4.8 X 7.9 X 0.6 inches | 0.4 pounds,World Literature - Southeast Asia   LGBT - Gay   Short Stories (single author)   Science Fiction - Humorous   
2153,Women of the Post (Original),17.66,368,Paperback,English,"July 18, 2023",Park Row,Joshunda Sanders,0.0 X 0.0 X 0.0 inches | 0.0 pounds,Historical - World War II   LGBT - Lesbian   African American - Historical   African American - Women   
2154,"Whorephobia: Strippers on Art, Work, and Life",20.41,432,Paperback,English,"December 06, 2022",Seven Stories Press,Lizzie Borden,5.5 X 8.1 X 1.3 inches | 1.0 pounds,Individual Artists - Essays   Women's Studies   Essays   Human Sexuality (see also Social Science - Human Sexuality)   General   
2155,"The Forager Chef's Book of Flora: Recipes and Techniques for Edible Plants from Garden, Field, and Forest",32.50,288,Hardcover,English,"June 24, 2021",Chelsea Green Publishing Company,Alan Bergo,7.0 X 10.1 X 0.9 inches | 2.02 pounds,Health & Healing - General   Specific Ingredients - Natural Foods   Specific Ingredients - General   Seasonal   Specific Ingredients - Vegetables   Plants - General   
2156,The High Line: A Park to Look Up to,18.59,40,Hardcover,English,"May 02, 2023",Abrams Books for Young Readers,Victoria Tentler-Krylov,10.1 X 10.2 X 0.5 inches | 1.05 pounds,United States - State & Local - General   General   
2157,Sun House,32.55,784,Hardcover,English,"August 08, 2023",Little Brown and Company,David James Duncan,0.0 X 0.0 X 0.0 inches | 0.0 pounds,Sagas   Religious - General   Small Town & Rural   Nature & the Environment   Buddhist   
